5836725,Nguyen Hai,Bang,Male,22/10/1972,67518,Myanmar
7859240,Pham Van Tien,Dat,Male,04/09/1968,59645,Brunei
5022031,Pham Manh,Ha,Male,13/11/1968,67518,Thailan
5449270,Do Nguyen,Hao,Male,28/04/1965,99717,Vietnam
3813391,Dinh Cong,Hung,Male,27/07/1993,43794,Thailan
9512278,Nguyen Minh,Ky,Male,28/05/1963,67518,Campuchia
3133785,Mai Gia,Minh,Male,04/04/1966,19810,Singapore
8439123,Nguyen Van,Son,Male,18/02/1996,43794,Philippines
7217199,Tran Pham Gia,Thinh,Male,05/05/1972,46324,Brunei
9053076,Lam Nguyen Anh,Thy,Male,11/12/1997,46324,Singapore
2472408,Cao Huu Minh,Trung,Male,13/10/1996,43794,Thailan
5927231,Mai Thanh,Binh,Male,07/10/1990,46324,Singapore
4015036,Nguyen Le,Dan,Male,27/11/1974,59645,Vietnam
9438648,Nguyen Phuc,Dat,Male,14/02/1978,67518,Brunei
1207444,Vo Minh,Duy,Male,09/08/1984,35001,Malaysia
2203891,Quach Khanh,Duy,Male,28/11/1981,67518,Campuchia
1912314,Duong Thanh,Tai,Male,18/09/1979,43794,Malaysia
8016603,Nguyen Xuan,Trieu,Male,23/08/1976,50214,Vietnam
7958092,Doan Kim,Bang,Male,22/03/1994,35001,Malaysia
9461482,Ma Anh,Hao,Male,27/10/1960,99717,Thailan
3815870,Phan Khanh,Hung,Male,23/01/1996,46324,Campuchia
7288546,Le Nguyen Tuyet,Nhi,Male,11/01/1965,99717,Campuchia
2526444,Do Van,Tai,Male,21/03/1983,99717,Vietnam
7020513,Nguyen Mai Tan,Thanh,Male,04/03/1986,46324,Philippines
4881781,Nguyen Huynh Phuong,Toan,Male,09/11/1964,46324,Myanmar
7172759,Le Minh,Triet,Male,04/09/1997,19810,Vietnam
5721240,Pham Thanh,Tuan,Male,10/02/1975,50214,Vietnam
9770493,Ngo Truong,An,Male,04/02/1988,67518,Lao
9010089,Huynh Tuan,Anh,Male,19/09/1960,50214,Vietnam
9044312,Nguyen Hoang,Duy,Male,28/04/2000,43794,Myanmar
1883889,Pham Tran,Minh,Male,17/04/1978,99717,Brunei
6460628,Nguyen Hai Tien,Phat,Male,06/10/1988,99717,Indonesia
7650903,Nguyen Phu,Thanh,Male,13/12/1995,19810,Indonesia
9473295,Tran Phuoc,Toan,Male,11/05/1978,59645,Malaysia
7392901,Luong Viet,An,Male,22/05/2000,43794,Indonesia
4702865,Nguyen Tan,Bao,Male,03/03/1971,46324,Malaysia
7664165,Truong Chan,Buu,Male,06/02/1983,50214,Malaysia
5704270,Ta Tien,Dat,Male,08/05/1987,35001,Campuchia
5467668,Nguyen Gia,Hung,Male,03/10/2000,35001,Campuchia
1464473,Truong Duc Anh,Khoa,Male,01/01/1980,15144,Philippines
6402404,Pham Ngoc,Linh,Male,15/09/1965,46324,Malaysia
3431586,Tran Khoi,Nguyen,Male,21/06/1962,15144,Thailan
6093678,Trinh Thanh,Nhan,Male,08/01/1987,15144,Indonesia
1888151,Tang Thieu,Phong,Male,06/05/1966,59645,Brunei
7573663,Vien Ngoc Minh,Sang,Male,24/10/1972,15144,Indonesia
3685014,Lu Thanh,Tam,Male,23/06/1968,59645,Lao
6836490,Nguyen Tran Truong,Tu,Male,06/02/1988,46324,Singapore
8205151,Vu Bao,An,Male,01/05/1995,50214,Singapore
8156572,Thai Nguyen Thanh,Cong,Male,11/11/1995,50214,Vietnam
6242363,Nguyen Lam,Hung,Male,26/05/1984,59645,Singapore
5856337,Le Thanh,Huy,Male,24/01/1963,59645,Thailan
9413798,Nguyen Ngo Dang,Khoa,Male,13/04/1998,46324,Malaysia
6982280,Tran Dang Dang,Khoa,Male,29/05/1973,19810,Philippines
9306304,Le Thanh,Tien,Male,08/01/1996,50214,Philippines
6135837,Nguyen Hoang Anh,Tu,Male,21/08/1966,67518,Campuchia
5319546,Nguyen Hoang,Viet,Male,20/02/1982,19810,Myanmar
4072974,Ho Huu,An,Male,16/03/1977,19810,Singapore
4121282,Thai Phan Huy,Bao,Male,09/04/1967,46324,Lao
3895363,Giang Hoang,Dat,Male,06/05/1983,15144,Vietnam
5524502,Nguyen Song,Hung,Male,17/02/1985,35001,Thailan
2764874,Van Cong Nguyen,Phong,Male,11/08/1973,59645,Lao
7724859,Nguyen Hoang,Phuc,Male,02/04/1988,15144,Thailan
4350380,Do Minh,Quan,Male,01/04/1961,46324,Indonesia
3331276,Tran Minh,Thuy,Male,26/08/1972,50214,Vietnam
8557531,Nguyen Thanh,Tuan,Male,21/05/1986,99717,Campuchia
9036472,Tran Nhut,Anh,Male,14/01/1971,35001,Vietnam
1584231,Nguyen Manh,Cuong,Male,28/09/1971,15144,Brunei
3121429,Nguyen Lam,Duy,Male,27/06/1979,50214,Myanmar
7448980,Ngo Mong,Hoan,Male,02/10/1966,35001,Indonesia
6839655,Thai Kim,Huong,Male,09/12/2000,67518,Vietnam
4555426,Le Quang,Huy,Male,09/09/1998,15144,Philippines
9250136,Nguyen Khac,Huy,Male,03/05/1994,19810,Campuchia
9105771,Nguyen Van,Khoa,Male,05/08/1997,43794,Thailan
7893821,Ly Manh,Phi,Male,26/10/1980,99717,Indonesia
4714879,Nguyen Thanh,Phuc,Male,14/02/1982,15144,Thailan
7808521,Dang Xuan,Thinh,Male,15/12/1992,15144,Lao
2300449,Tran Dinh Quang,Vinh,Male,12/12/1994,99717,Thailan
7263147,Tran Quoc,An,Male,30/06/1974,43794,Myanmar
5410382,Truong Gia,Bao,Male,12/04/1968,43794,Singapore
1825832,Ngo Tan,Dat,Male,14/10/1983,99717,Singapore
9395721,Do Hoang,Duy,Male,01/07/1977,19810,Thailan
4701981,Nguyen Gia,My,Male,11/07/1981,50214,Campuchia
9840220,Pham Hoang Minh,Nhat,Male,01/02/1970,15144,Campuchia
1983802,La Nguyen Quoc,Thinh,Male,12/11/1961,19810,Malaysia
4874973,Nguyen Kieu Thuy,Tien,Male,30/08/1960,46324,Indonesia
3566887,Huynh Anh,Tu,Male,20/11/1998,15144,Indonesia
4128509,Khuu Thi Huynh,Yen,Male,13/01/1971,15144,Campuchia
3060171,Tran Nguyen Duy,Bao,Male,25/05/1969,15144,Philippines
5032293,Nguyen Phuc Minh,Dang,Male,11/01/1977,19810,Philippines
5825537,Ngo Minh,Khoi,Male,23/10/1998,15144,Philippines
5189061,Nguyen Ngoc,Minh,Male,31/01/1979,99717,Myanmar
