5449270,Do Nguyen,Hao,Male,28/04/1965,99717,Vietnam
4015036,Nguyen Le,Dan,Male,27/11/1974,59645,Vietnam
8016603,Nguyen Xuan,Trieu,Male,23/08/1976,50214,Vietnam
2296812,Tran Cong,Huy,Female,20/09/1989,46324,Vietnam
2526444,Do Van,Tai,Male,21/03/1983,99717,Vietnam
7172759,Le Minh,Triet,Male,04/09/1997,19810,Vietnam
5721240,Pham Thanh,Tuan,Male,10/02/1975,50214,Vietnam
9010089,Huynh Tuan,Anh,Male,19/09/1960,50214,Vietnam
5136469,Nguyen Duc Nhat,Hao,Female,18/04/1961,50214,Vietnam
8156572,Thai Nguyen Thanh,Cong,Male,11/11/1995,50214,Vietnam
2315398,Vo Khanh,Nhu,Female,03/08/1993,46324,Vietnam
3895363,Giang Hoang,Dat,Male,06/05/1983,15144,Vietnam
3331276,Tran Minh,Thuy,Male,26/08/1972,50214,Vietnam
9036472,Tran Nhut,Anh,Male,14/01/1971,35001,Vietnam
6839655,Thai Kim,Huong,Male,09/12/2000,67518,Vietnam
1998900,Doan Nguyen Minh,Man,Female,19/05/1994,59645,Vietnam
4697224,Trang Si,Nam,Female,15/03/1986,43794,Vietnam
9720641,Nguyen Pham Thanh,Uyen,Female,13/06/1990,59645,Vietnam
2754358,Pham Kim,Duong,Female,13/09/1997,15144,Vietnam
6965072,Nguyen Minh,Triet,Female,27/02/1970,99717,Vietnam
8114813,Nguyen Minh,Khai,Female,04/12/1960,19810,Vietnam
7226760,Nguyen Thi Phuong,Lan,Female,20/05/1987,46324,Vietnam
5969157,Nguyen Chau Hung,Quoc,Female,24/05/1973,43794,Vietnam
1311812,Vo Huu,Tai,Male,10/07/1991,50214,Vietnam
2093086,Vu Gia,Khanh,Male,05/11/1966,67518,Vietnam
4542033,Nguyen Hoang,Loc,Male,19/02/1976,99717,Vietnam
3413881,Le Kim,Ngan,Male,18/02/1975,59645,Vietnam
3535352,Le Thi Phi,Du,Male,24/05/1985,19810,Vietnam
3638210,Nguyen Anh,Quan,Male,04/06/1978,50214,Vietnam
5370020,Le Huynh Quoc,Thinh,Male,18/02/1975,67518,Vietnam
5551958,Huynh Thi Mong,Trinh,Male,20/08/1977,59645,Vietnam
7744998,Nguyen Anh,Tu,Female,15/04/1976,15144,Vietnam
6089844,Nguyen Dang Huy,Vu,Female,04/01/1999,43794,Vietnam
6326444,Tran Le,Duy,Female,11/01/1965,15144,Vietnam
1954067,Ho The,Hung,Male,04/09/1984,50214,Vietnam
7411972,Huynh Gia,Huy,Male,15/05/1987,46324,Vietnam
7154289,Le Tran,Phu,Female,21/01/1969,43794,Vietnam
8870970,Bui Thai,Ngoc,Female,10/09/1998,35001,Vietnam
9342439,Nguyen Tan,Thanh,Male,23/09/1981,19810,Vietnam
1317108,Tran Sy Thanh,Tram,Male,26/11/1995,15144,Vietnam
9774264,Nguyen Phuc,Trong,Female,30/01/1993,46324,Vietnam
1942131,Luong Quang,Vinh,Female,19/03/1962,46324,Vietnam
7914067,Nguyen Chi,An,Male,05/03/1974,43794,Vietnam
5989454,Nguyen Tran Minh,Khoa,Female,21/05/1995,59645,Vietnam
8257320,Trieu Gia,Ky,Female,20/05/1982,50214,Vietnam
3381883,Huynh Minh,Ngoc,Female,03/08/1964,50214,Vietnam
6529371,Tat Tinh,Bao,Male,29/06/1992,50214,Vietnam
6709861,Le Van,Cuong,Female,22/03/1979,35001,Vietnam
5928400,Nguyen Nhat,Quang,Male,30/11/1974,67518,Vietnam
8732345,Nguyen Hoang,Linh,Female,14/07/1966,46324,Vietnam
7886139,Pham Tran Thao,Nguyen,Male,04/05/1963,46324,Vietnam
9920838,Ngo Thanh,Thanh,Male,18/03/1964,99717,Vietnam
8497613,Luc Minh,Hieu,Male,22/12/1974,59645,Vietnam
8127865,Ao Thuy Ngoc,Tran,Male,29/05/1994,99717,Vietnam
4511839,Tran Huu Quang,Truong,Male,21/08/1985,15144,Vietnam
6136676,Nguyen Tuong,An,Male,08/10/1968,99717,Vietnam
