1115899,Phan Trung,Kien,Female,21/11/1991,99717,Indonesia
4665796,Le Nguyen Nhat,Hao,Female,24/08/1993,19810,Indonesia
9625773,Do Le Minh,Hieu,Female,28/08/1994,46324,Indonesia
4018734,Nguyen Le Minh,Tan,Female,08/09/1966,99717,Indonesia
8327753,Nguyen Thuan,An,Female,04/01/1973,50214,Indonesia
6460628,Nguyen Hai Tien,Phat,Male,06/10/1988,99717,Indonesia
7650903,Nguyen Phu,Thanh,Male,13/12/1995,19810,Indonesia
7392901,Luong Viet,An,Male,22/05/2000,43794,Indonesia
6093678,Trinh Thanh,Nhan,Male,08/01/1987,15144,Indonesia
7573663,Vien Ngoc Minh,Sang,Male,24/10/1972,15144,Indonesia
6061515,Luong Chi,Dung,Female,05/11/1993,35001,Indonesia
4460970,Dang Thanh,Dat,Female,11/11/1999,50214,Indonesia
7075189,Do Nhat,Huy,Female,15/10/1965,99717,Indonesia
4350380,Do Minh,Quan,Male,01/04/1961,46324,Indonesia
7448980,Ngo Mong,Hoan,Male,02/10/1966,35001,Indonesia
7893821,Ly Manh,Phi,Male,26/10/1980,99717,Indonesia
4874973,Nguyen Kieu Thuy,Tien,Male,30/08/1960,46324,Indonesia
3566887,Huynh Anh,Tu,Male,20/11/1998,15144,Indonesia
6095625,Dang Gia,Bao,Male,22/11/1962,15144,Indonesia
4020647,Tran Ngoc Quynh,Chau,Female,08/11/1964,43794,Indonesia
8531431,Le Nhat,Huy,Female,05/08/1999,15144,Indonesia
3219234,Duong Trung,Nguyen,Female,29/07/1994,19810,Indonesia
8682909,Nguyen Xuan,Nhan,Female,04/10/1998,35001,Indonesia
5523777,Dam Thi,Phuong,Male,18/01/1985,15144,Indonesia
5769087,Nguyen Minh,Khang,Female,28/01/1993,43794,Indonesia
9661846,Nguyen Quang,Hieu,Male,01/06/1977,67518,Indonesia
4810872,Nguyen Hoang,Sang,Female,22/10/1968,59645,Indonesia
7475274,Doan Thai,Tu,Male,13/03/1999,99717,Indonesia
3670330,Tran Vinh,An,Female,08/12/1977,46324,Indonesia
8084771,Nguyen Trung,Dung,Male,05/10/1976,67518,Indonesia
4694787,Dang Thi Minh,Thu,Male,20/03/1974,15144,Indonesia
4371840,Truong Thai Dan,Huy,Male,23/05/1971,50214,Indonesia
9019037,Tran Quang,Luan,Female,26/07/1991,15144,Indonesia
5215630,Dinh Thanh,Phat,Female,10/11/1995,19810,Indonesia
5634578,Tran Nhut,Quang,Male,27/09/1994,43794,Indonesia
6089067,Le Tuan,Thanh,Female,07/07/1962,15144,Indonesia
8624144,Nguyen Quoc,Bao,Female,23/08/1996,50214,Indonesia
1402051,Nguyen Trong,Dat,Male,08/01/1977,67518,Indonesia
8459150,Le Gia,Dien,Male,16/11/1991,67518,Indonesia
6186213,Kieu Ngoc Nhu,Huynh,Female,11/09/1998,99717,Indonesia
5462007,Tran Nam Dang,Khoa,Male,19/07/1985,19810,Indonesia
9487317,Duong Hai,Minh,Male,24/09/1967,43794,Indonesia
2408602,Tran Thi,Ven,Female,12/10/1967,43794,Indonesia
9313610,Truong Tien,Duy,Female,08/02/1988,15144,Indonesia
3596183,Nguyen The Phuc,Hiep,Female,28/05/1997,19810,Indonesia
1467189,Pham Gia,Huy,Male,31/05/1986,46324,Indonesia
4383328,Truong Vinh,Kien,Male,01/03/1973,59645,Indonesia
4572530,Nguyen Quang,Loi,Female,28/02/1979,19810,Indonesia
9563897,Vu Minh,Phuc,Male,10/09/1972,46324,Indonesia
6481189,Huong Quang,Huy,Female,30/10/1968,43794,Indonesia
1735299,Tran Thanh Nhat,Thien,Male,03/09/1960,35001,Indonesia
