4740629,Le Minh,Anh,Female,13/12/1993,99717,Campuchia
4302430,Ngo Cong,Chinh,Female,10/08/1986,43794,Singapore
9668991,Nguyen Tien,Diep,Female,08/09/1962,15144,Lao
3693208,Nguyen Viet Minh,Duy,Female,21/06/1982,15144,Malaysia
2083495,Nguyen Thien,Huy,Female,29/11/1994,46324,Brunei
1115899,Phan Trung,Kien,Female,21/11/1991,99717,Indonesia
7775303,Pham Quynh,Nhu,Female,13/08/2000,67518,Brunei
3424619,Nguyen Minh,Quan,Female,11/01/1988,67518,Philippines
7351817,Nguyen Phuong,Tai,Female,01/12/1979,50214,Brunei
5433655,Nguyen Tran Thien,Vu,Female,08/09/1982,59645,Philippines
5988334,Nguyen Duc,Anh,Female,27/11/1967,43794,Thailan
4665796,Le Nguyen Nhat,Hao,Female,24/08/1993,19810,Indonesia
9625773,Do Le Minh,Hieu,Female,28/08/1994,46324,Indonesia
5669164,Lam Quang,Huy,Female,14/10/1969,43794,Lao
8184031,Truong Quoc,Khanh,Female,07/05/1965,99717,Philippines
3059586,Dang Lu Anh,Kiet,Female,28/06/1972,67518,Brunei
7571947,Tran To Bao,Long,Female,13/12/1983,99717,Brunei
2249787,Huynh An,Nguyen,Female,05/09/1963,50214,Thailan
8678942,Tran Ngoc,Phat,Female,10/08/1987,59645,Thailan
5735409,Tran Le Thai,Son,Female,28/03/1966,99717,Brunei
4018734,Nguyen Le Minh,Tan,Female,08/09/1966,99717,Indonesia
2034289,Nguyen Phuc,Thinh,Female,07/11/1998,99717,Thailan
2747232,Dinh Pham Anh,Tuan,Female,21/05/1991,19810,Singapore
8327753,Nguyen Thuan,An,Female,04/01/1973,50214,Indonesia
2760008,Nguyen Hoang,Anh,Female,10/12/1964,19810,Philippines
4183271,Nguyen Thien Ninh,Dong,Female,05/12/2000,15144,Lao
9622488,Le Chi,Huong,Female,06/10/1964,99717,Brunei
2296812,Tran Cong,Huy,Female,20/09/1989,46324,Vietnam
6414194,Tran Trong,Khoa,Female,30/12/1980,19810,Lao
8137933,Hong,Kiet,Female,03/08/1969,43794,Philippines
2721853,Nguyen Thach Truong,Lac,Female,05/12/1994,46324,Lao
5768220,Bui Anh,Minh,Female,03/06/1984,46324,Philippines
3915211,Nguyen Ho Nhat,Nam,Female,06/10/1998,19810,Brunei
1353498,Tran Nam,Phat,Female,23/11/1980,46324,Myanmar
2880067,Nguyen Thanh,Phong,Female,06/02/1984,59645,Malaysia
9860878,Nguyen An,Dat,Female,17/03/1975,59645,Campuchia
